34.855007,293.59247,29.957033,3.49E+01,2.81E+02,2.53E+01,3.49E+01,2.65E+02,3.04E+01,34.855007,200.41553,17.874994,3.49E+01,2.24E+02,2.00E+01,3.49E+01,2.37E+02,2.00E+01,34.855007,1068.5518,100.76278,3.49E+01,1.45E+03,1.02E+02,3.49E+01,2.04E+03,1.84E+02,34.855007,7372.083,32487.895,3.49E+01,7.37E+03,3.25E+04,3.49E+01,8.09E+03,4.60E+04
27.573555,296.22714,33.316086,2.76E+01,2.83E+02,2.85E+01,2.76E+01,2.65E+02,3.39E+01,27.573555,201.12857,21.100693,2.76E+01,2.25E+02,2.31E+01,2.76E+01,2.38E+02,2.33E+01,27.573555,1079.0824,105.70359,2.76E+01,1.46E+03,1.04E+02,2.76E+01,2.06E+03,1.77E+02,27.573555,9127.002,39870.684,2.76E+01,9.13E+03,3.99E+04,2.76E+01,1.01E+04,5.68E+04
21.822601,298.6821,37.578873,2.18E+01,2.84E+02,3.24E+01,2.18E+01,2.65E+02,3.79E+01,21.822601,201.93085,25.313011,2.18E+01,2.26E+02,2.72E+01,2.18E+01,2.39E+02,2.76E+01,21.822601,1090.9152,111.4008,2.18E+01,1.47E+03,1.07E+02,2.18E+01,2.07E+03,1.74E+02,21.822601,11391.994,48827.125,2.18E+01,1.14E+04,4.88E+04,2.18E+01,1.28E+04,7.00E+04
17.271563,301.14874,42.88335,1.73E+01,2.86E+02,3.77E+01,1.73E+01,2.65E+02,4.29E+01,17.271563,202.6515,30.600817,1.73E+01,2.27E+02,3.24E+01,1.73E+01,2.40E+02,3.29E+01,17.271563,1101.8486,120.05183,1.73E+01,1.48E+03,1.12E+02,1.73E+01,2.09E+03,1.76E+02,17.271563,14225.627,59760.195,1.73E+01,1.42E+04,5.98E+04,1.73E+01,1.61E+04,8.62E+04
13.65818,303.14944,49.988583,1.37E+01,2.87E+02,4.44E+01,1.37E+01,2.65E+02,4.95E+01,13.65818,203.24435,37.465286,1.37E+01,2.28E+02,3.90E+01,1.37E+01,2.41E+02,3.95E+01,13.65818,1115.5922,131.11174,1.37E+01,1.49E+03,1.17E+02,1.37E+01,2.11E+03,1.79E+02,13.65818,17857.484,73080.32,1.37E+01,1.79E+04,7.31E+04,1.37E+01,2.05E+04,1.06E+05
10.813176,305.28876,58.949371,1.08E+01,2.88E+02,5.34E+01,1.08E+01,2.65E+02,5.76E+01,10.813176,204.02266,46.029316,1.08E+01,2.29E+02,4.74E+01,1.08E+01,2.42E+02,4.83E+01,10.813176,1126.6243,142.7886,1.08E+01,1.50E+03,1.29E+02,1.08E+01,2.13E+03,1.87E+02,10.813176,22598.346,89148.141,1.08E+01,2.26E+04,8.91E+04,1.08E+01,2.61E+04,1.30E+05
8.5569172,307.28867,70.468193,8.56E+00,2.90E+02,6.43E+01,8.56E+00,2.65E+02,6.83E+01,8.5569172,204.47002,57.038071,8.56E+00,2.30E+02,5.78E+01,8.56E+00,2.43E+02,5.91E+01,8.5569172,1139.318,157.65663,8.56E+00,1.51E+03,1.42E+02,8.56E+00,2.14E+03,1.97E+02,8.5569172,28477.639,108588.49,8.56E+00,2.85E+04,1.09E+05,8.56E+00,3.32E+04,1.60E+05
6.7699323,310.05493,84.38102,6.77E+00,2.91E+02,7.92E+01,6.77E+00,2.65E+02,8.16E+01,6.7699323,206.07788,70.346893,6.77E+00,2.31E+02,7.19E+01,6.77E+00,2.45E+02,7.35E+01,6.7699323,1151.4578,177.6996,6.77E+00,1.52E+03,1.61E+02,6.77E+00,2.16E+03,2.16E+02,6.7699323,36040.441,132183.38,6.77E+00,3.60E+04,1.32E+05,6.77E+00,4.25E+04,1.96E+05
5.3546944,312.67426,102.95484,5.35E+00,2.92E+02,9.69E+01,5.35E+00,2.65E+02,9.97E+01,5.3546944,207.1194,88.186981,5.35E+00,2.32E+02,8.86E+01,5.35E+00,2.45E+02,9.12E+01,5.3546944,1160.9348,203.5976,5.35E+00,1.52E+03,1.86E+02,5.35E+00,2.18E+03,2.38E+02,5.3546944,45586.594,160462.31,5.35E+00,4.56E+04,1.60E+05,5.35E+00,5.47E+04,2.40E+05
4.2367125,314.63855,126.05581,4.24E+00,2.94E+02,1.20E+02,4.24E+00,2.65E+02,1.22E+02,4.2367125,207.92966,109.84636,4.24E+00,2.32E+02,1.11E+02,4.24E+00,2.47E+02,1.14E+02,4.2367125,1170.9612,237.10474,4.24E+00,1.53E+03,2.20E+02,4.24E+00,2.19E+03,2.69E+02,4.2367125,57867.121,194097.53,4.24E+00,5.79E+04,1.94E+05,4.24E+00,6.97E+04,2.93E+05
